Temperature,Humidity,"PM2,5",PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
24.70,55.90,18.50,23.20,18.60,2.70,0.94,10.50,365.00,0
21.70,76.40,20.80,25.50,20.90,2.80,0.95,10.10,506.00,0
24.60,77.20,6.50,11.20,24.40,5.40,0.65,11.40,573.00,0
26.50,45.30,9.40,15.00,13.10,0.40,0.99,11.00,224.00,0
22.10,53.80,6.90,19.60,18.80,5.70,1.65,9.60,457.00,1
39.50,109.60,84.70,99.40,30.10,18.90,3.48,3.20,792.00,3
28.40,65.80,10.90,22.20,27.50,11.90,1.70,6.10,524.00,1
32.60,78.30,4.60,24.60,25.80,21.20,1.97,5.90,540.00,2
31.90,65.20,15.90,19.40,30.30,28.20,1.82,8.20,771.00,2
25.40,75.30,0.70,2.90,23.30,7.30,0.85,17.00,325.00,0
43.20,85.00,152.70,178.10,38.60,28.20,2.70,2.80,627.00,3
23.30,70.80,23.70,36.10,23.50,8.40,1.43,7.60,450.00,1
26.10,78.10,6.20,11.50,13.00,5.30,0.88,15.80,585.00,0
32.20,81.30,3.90,15.40,46.50,20.90,2.03,3.10,705.00,3
32.00,62.50,0.10,5.10,20.20,4.60,0.89,10.20,201.00,0
31.20,77.60,12.10,15.20,26.60,4.50,0.91,10.30,410.00,0
22.60,72.00,40.40,46.20,14.60,4.50,1.04,14.80,270.00,0
17.50,45.00,21.20,25.90,14.30,5.30,0.78,12.10,492.00,0
47.10,104.30,0.70,3.40,34.40,5.90,2.34,3.30,844.00,3
23.70,73.00,16.40,21.40,21.70,9.50,1.66,6.00,386.00,1
23.50,60.80,10.30,14.30,12.80,1.70,0.98,10.60,208.00,0
39.70,85.90,67.60,88.80,21.30,22.30,1.90,4.50,616.00,2
47.30,64.80,2.50,21.80,41.00,17.30,1.95,2.60,779.00,3
34.00,83.20,19.30,39.10,45.10,21.00,2.28,9.90,496.00,2
22.90,63.80,2.90,9.40,16.70,0.40,0.98,10.70,593.00,0
38.40,66.60,15.20,36.50,39.20,14.50,1.86,4.20,497.00,2
28.80,64.90,16.70,27.90,11.70,5.60,0.85,10.90,562.00,0
35.00,76.40,20.30,28.20,19.90,11.20,1.68,6.60,430.00,1
31.40,73.50,3.80,11.40,30.40,2.50,1.69,8.80,618.00,1
17.40,43.70,10.80,17.50,25.00,1.50,0.83,10.20,515.00,0
25.50,60.70,9.20,17.30,22.80,6.30,1.05,10.20,421.00,0
25.50,59.60,5.60,12.00,11.60,7.60,1.01,12.40,582.00,0
39.80,84.90,33.80,51.80,29.20,15.90,1.92,7.60,559.00,2
35.00,71.50,10.20,18.80,28.70,11.40,1.46,5.40,443.00,1
27.70,72.30,40.70,52.10,16.50,6.30,0.98,10.10,338.00,0
23.20,74.70,2.60,14.70,21.10,1.60,1.30,5.50,449.00,1
22.10,49.10,11.20,13.80,25.30,6.80,0.72,12.50,448.00,0
19.60,59.70,10.20,18.30,23.20,0.90,1.03,10.70,238.00,0
29.70,63.00,25.60,27.10,16.00,5.10,1.06,11.60,471.00,0
26.30,79.90,3.00,8.10,14.60,9.10,1.02,11.40,347.00,0
27.10,56.40,52.60,60.50,26.80,7.70,1.33,11.90,428.00,1
34.00,86.50,48.70,58.10,59.30,9.60,3.37,4.30,909.00,3
29.00,88.60,13.20,33.70,36.10,13.10,2.32,4.40,706.00,2
28.20,87.50,2.80,10.60,27.00,8.30,1.77,5.00,538.00,1
41.00,60.00,46.30,58.90,38.90,19.70,1.45,7.20,418.00,2
34.30,48.90,18.10,27.70,29.20,5.40,1.65,5.60,304.00,1
32.30,87.50,1.10,5.40,23.10,8.70,1.52,8.30,343.00,1
27.30,79.70,3.50,7.70,27.50,5.40,1.05,11.30,285.00,0
22.90,62.20,18.80,26.50,29.40,4.70,1.23,8.00,536.00,1
22.30,68.90,9.30,14.70,17.20,3.50,0.97,10.80,373.00,0
21.10,60.10,1.80,11.20,22.00,2.30,1.04,15.10,478.00,0
32.20,77.30,6.30,18.60,17.30,13.30,1.60,8.40,454.00,1
24.50,59.80,5.20,11.30,25.90,7.50,1.15,17.20,205.00,0
25.80,77.80,3.30,9.30,19.50,6.30,1.27,13.30,343.00,0
21.30,70.40,11.70,16.80,25.40,0.40,0.84,10.90,486.00,0
30.80,69.00,8.10,21.30,17.80,8.00,1.37,5.60,635.00,1
20.40,59.30,0.40,4.20,23.40,4.30,1.00,11.30,219.00,0
29.90,78.10,57.80,60.50,26.50,11.60,1.19,8.90,578.00,1
19.50,48.20,1.00,7.40,18.70,6.80,0.92,10.70,305.00,0
29.50,41.50,4.70,8.70,21.50,1.80,1.09,10.30,210.00,0
25.20,43.90,0.40,4.90,12.30,4.80,1.08,12.70,471.00,0
39.10,91.60,139.50,154.60,49.80,17.70,3.32,5.90,566.00,3
24.90,70.50,0.20,5.90,12.50,6.90,1.07,11.90,240.00,0
28.90,65.50,1.20,4.70,24.00,3.70,1.02,10.60,534.00,0
21.90,71.20,5.10,10.40,17.10,3.80,0.95,10.40,208.00,0
22.60,47.30,1.80,9.00,22.50,5.00,1.17,11.20,433.00,0
35.20,51.30,0.50,16.00,36.20,11.60,1.59,5.30,694.00,1
35.90,70.80,30.10,48.90,35.10,10.20,1.86,4.00,671.00,2
24.20,62.70,4.50,8.50,22.30,0.30,0.99,10.30,555.00,0
31.50,80.00,86.10,89.90,22.70,10.50,1.41,6.10,647.00,1
35.00,57.40,0.70,5.10,25.30,16.00,1.42,5.30,441.00,1
18.80,57.10,37.20,46.40,37.40,24.50,2.01,5.30,528.00,1
24.00,42.50,9.90,14.90,25.90,3.90,0.91,10.60,310.00,0
43.50,89.60,20.90,46.80,41.50,14.20,2.31,5.00,594.00,3
21.70,75.00,10.30,15.50,13.40,4.50,1.15,13.30,285.00,0
17.60,77.10,20.00,24.30,22.60,5.20,0.99,12.20,487.00,0
30.90,49.50,0.30,5.50,20.10,3.50,0.93,11.00,237.00,0
33.90,59.20,61.70,81.90,41.50,21.60,1.72,7.10,503.00,2
25.10,56.10,4.20,10.20,21.70,8.70,0.98,14.30,266.00,0
23.50,54.80,2.30,9.10,15.40,5.70,1.06,11.80,325.00,0
30.00,61.70,0.10,15.60,19.20,8.00,1.83,5.30,529.00,1
32.00,48.90,14.90,36.00,29.40,27.40,2.41,3.90,697.00,2
33.80,68.00,41.80,47.80,34.50,9.30,1.37,5.90,652.00,1
31.00,46.30,12.40,31.10,30.10,19.20,1.31,8.00,484.00,1
33.40,76.30,3.20,7.90,23.70,3.80,1.89,8.20,388.00,1
32.90,102.40,26.60,41.30,26.60,15.70,1.86,5.40,394.00,2
31.00,53.40,5.70,13.70,36.40,9.10,1.51,8.40,671.00,1
35.40,85.10,18.40,25.00,25.30,6.50,1.56,5.30,425.00,1
26.90,72.50,17.10,37.30,26.90,5.20,1.52,5.40,479.00,2
23.00,43.60,1.70,7.50,24.50,5.90,0.88,10.50,317.00,0
40.50,87.40,11.00,17.90,19.40,15.20,1.44,9.40,476.00,1
26.80,47.40,8.70,14.20,14.30,3.60,1.08,10.90,344.00,0
39.30,104.70,1.10,14.10,38.60,15.60,2.74,4.20,634.00,3
34.20,89.50,95.60,110.40,34.90,10.00,1.98,5.40,566.00,2
40.80,80.00,27.90,44.30,52.30,19.30,2.06,3.80,530.00,3
33.80,92.20,18.00,41.10,25.20,15.70,2.11,3.70,407.00,2
29.90,72.80,59.10,70.00,24.40,26.20,1.97,6.70,465.00,2
29.40,64.60,13.70,29.00,27.60,13.00,1.83,5.00,722.00,2
21.70,42.40,13.30,17.00,17.80,7.40,1.09,11.00,239.00,0
24.40,54.00,2.20,5.30,27.90,5.30,1.05,10.60,431.00,0
27.60,84.10,0.80,12.40,26.50,13.10,1.55,7.40,668.00,1
30.40,67.50,16.50,21.00,43.40,15.40,1.97,9.60,502.00,2
27.70,62.90,17.50,24.00,22.50,18.10,1.56,6.00,495.00,1
23.30,48.10,32.00,35.70,23.10,1.10,0.93,10.60,321.00,0
21.10,54.20,49.30,59.10,30.70,9.90,1.50,6.90,660.00,1
25.40,44.40,0.40,7.00,22.90,3.70,1.16,10.30,451.00,0
29.50,54.80,6.70,15.10,14.00,6.60,0.78,11.90,315.00,0
45.00,82.60,17.40,27.20,46.30,10.10,2.82,3.70,592.00,3
26.20,51.90,9.40,13.70,22.50,4.90,1.01,10.10,449.00,0
29.40,44.40,11.10,18.80,19.10,6.20,0.99,13.40,304.00,0
31.90,91.70,5.00,6.80,24.80,16.80,2.05,3.50,828.00,2
36.90,84.60,8.00,23.50,36.20,20.60,2.29,5.90,745.00,2
32.20,62.20,20.20,34.30,33.70,26.40,2.12,8.30,512.00,3
24.10,77.20,0.10,9.60,20.90,2.20,0.86,10.70,539.00,0
22.30,40.50,2.60,7.10,23.80,4.40,0.85,13.10,549.00,0
31.20,60.40,2.50,5.50,22.10,15.10,2.06,3.60,732.00,2
28.30,82.60,18.20,25.70,29.00,6.70,1.49,6.10,563.00,1
35.80,87.20,5.20,15.70,45.10,23.30,1.63,4.70,809.00,2
25.70,65.80,8.50,15.10,18.60,5.00,0.93,10.10,393.00,0
28.50,81.60,25.10,33.50,18.50,4.20,1.02,15.30,448.00,0
30.20,75.60,15.30,18.20,20.70,4.60,0.95,12.30,445.00,0
24.50,41.70,24.90,29.50,20.30,5.60,0.99,12.40,285.00,0
22.50,54.10,18.20,23.60,20.10,3.30,1.13,12.50,567.00,0
25.90,41.00,1.80,0.10,20.40,3.50,1.13,15.20,293.00,0
31.60,71.50,11.00,24.30,24.50,17.10,1.57,8.00,560.00,1
22.90,48.70,11.40,16.30,21.30,8.70,1.00,14.50,516.00,0
18.00,68.70,6.00,9.30,21.20,6.50,1.15,15.90,266.00,0
23.50,70.80,4.60,13.30,35.70,4.80,1.45,12.50,345.00,1
22.40,62.00,6.50,11.10,24.20,3.40,1.02,10.10,265.00,0
34.00,91.80,12.80,42.50,38.30,4.80,1.76,4.20,633.00,3
35.90,78.30,2.70,4.10,19.10,10.80,1.41,5.20,620.00,1
29.80,49.00,3.10,6.40,22.10,1.80,0.97,11.60,277.00,0
25.80,62.00,6.40,8.20,24.80,6.10,0.98,12.10,379.00,0
28.70,89.40,3.30,10.70,24.10,-0.10,1.89,12.30,590.00,1
39.00,96.80,50.10,61.30,48.30,29.60,2.64,3.40,755.00,3
35.10,64.80,106.30,125.30,28.20,15.60,2.24,7.20,762.00,2
37.80,84.00,14.80,21.30,27.10,19.90,1.80,4.00,688.00,2
23.00,86.20,9.10,25.30,34.80,12.50,1.99,3.90,559.00,2
29.20,46.60,1.80,6.60,17.80,7.00,1.04,10.40,579.00,0
25.00,80.50,3.10,7.80,15.70,3.00,1.05,11.30,489.00,0
25.60,71.20,9.40,12.10,20.30,3.50,0.88,12.90,516.00,0
23.50,62.30,0.80,10.50,32.40,14.90,1.03,8.10,614.00,1
34.30,78.80,2.40,14.60,34.40,9.20,1.79,4.30,681.00,2
21.30,71.30,29.90,35.20,21.90,3.10,1.00,10.80,372.00,0
35.40,108.90,49.70,71.80,48.30,18.60,2.53,4.80,712.00,3
28.20,74.40,3.00,9.70,15.60,3.10,1.01,13.20,419.00,0
44.30,87.70,14.00,22.30,37.20,18.20,2.75,4.40,471.00,3
38.30,78.70,4.50,16.80,35.00,12.90,1.93,7.40,451.00,2
40.90,85.10,12.60,47.90,32.60,26.50,2.03,3.90,783.00,3
29.80,92.20,15.10,29.70,25.50,5.80,1.75,5.80,657.00,1
32.40,82.20,11.20,16.00,26.00,4.50,1.45,6.80,601.00,1
21.40,57.50,12.90,18.00,20.60,5.70,1.23,18.10,233.00,0
33.80,68.60,29.90,42.30,20.90,22.20,2.31,3.80,430.00,2
32.70,86.00,7.50,17.30,31.00,15.30,1.30,5.80,683.00,1
26.30,44.20,16.70,20.40,12.50,4.30,0.95,11.70,397.00,0
33.80,62.60,10.10,20.00,26.60,11.20,1.78,6.00,322.00,1
23.60,79.90,5.30,12.40,16.30,5.00,0.99,18.60,528.00,0
29.60,54.40,9.00,12.00,14.30,5.10,1.08,11.10,438.00,0
30.40,98.70,21.60,29.60,35.10,12.70,2.13,4.00,625.00,2
27.20,57.80,3.80,10.90,22.70,6.10,0.90,10.60,481.00,0
24.20,51.30,25.20,30.80,24.60,7.00,0.97,12.00,506.00,0
20.00,55.00,9.70,17.20,14.70,7.10,1.00,12.80,283.00,0
20.10,47.40,1.80,4.30,24.10,5.80,0.89,11.40,551.00,0
29.40,92.30,10.70,18.00,21.70,16.70,1.88,6.20,628.00,1
31.20,83.80,43.80,61.70,20.50,9.20,1.65,7.10,621.00,1
40.30,81.90,2.00,17.80,37.50,17.10,2.05,4.30,444.00,2
27.80,90.30,11.90,20.60,33.10,10.70,1.37,6.30,533.00,1
22.10,75.20,3.20,8.80,14.80,3.60,1.03,15.20,424.00,0
29.90,43.60,0.20,5.20,15.80,3.00,1.04,10.00,516.00,0
32.80,56.30,11.80,15.80,13.70,4.70,0.97,11.80,286.00,0
28.30,87.10,37.00,48.50,22.90,10.00,1.48,5.40,550.00,1
24.10,70.90,10.60,17.70,23.40,4.10,1.47,6.30,475.00,1
25.20,64.00,2.40,6.90,16.60,2.80,1.07,10.30,508.00,0
24.70,70.40,8.10,12.20,17.30,4.20,1.04,11.00,243.00,0
25.80,67.10,60.90,74.30,34.30,4.20,1.81,5.30,508.00,1
24.40,66.90,3.10,11.30,22.30,0.00,1.14,10.60,230.00,0
44.10,72.60,66.50,86.10,33.20,-0.20,2.49,2.70,565.00,3
33.60,68.80,19.10,42.30,55.80,9.40,2.42,4.40,663.00,3
31.80,68.20,10.70,21.00,25.40,12.20,1.34,3.40,637.00,2
33.80,72.70,60.40,71.80,30.70,19.50,1.52,7.90,610.00,2
40.40,107.60,31.20,56.40,41.80,19.90,2.14,7.40,767.00,3
28.10,74.60,0.30,4.90,15.00,1.70,1.04,10.30,256.00,0
25.00,58.60,8.40,12.30,15.10,5.10,0.89,16.60,255.00,0
33.60,51.90,55.30,62.70,36.20,1.00,2.41,5.60,403.00,2
22.30,69.80,16.50,19.80,23.60,5.70,0.98,12.70,310.00,0
29.20,93.50,20.80,29.80,30.90,7.30,1.65,3.60,713.00,2
36.50,86.50,19.90,32.80,33.30,12.40,2.14,4.00,623.00,2
34.80,72.70,12.70,20.20,23.40,16.30,1.68,8.20,679.00,1
38.60,76.20,26.00,48.70,32.80,3.50,2.12,3.70,612.00,2
30.90,70.60,23.50,40.20,24.40,12.70,1.34,10.70,393.00,1
34.00,68.20,5.40,10.20,47.20,12.80,2.16,3.90,725.00,2
16.60,38.70,4.10,8.50,19.80,5.40,0.95,15.60,264.00,0
13.40,65.80,4.00,7.00,25.10,0.90,0.74,11.60,322.00,0
24.60,53.50,0.10,4.10,15.00,6.20,1.09,11.80,380.00,0
26.70,64.40,7.60,14.90,24.00,3.70,1.07,15.00,544.00,0
27.60,54.20,9.40,14.90,25.70,2.80,1.05,12.40,525.00,0
26.30,62.20,26.10,32.70,19.90,8.30,1.09,10.30,259.00,0
25.70,64.40,13.80,25.00,21.40,14.90,1.54,6.60,324.00,1
29.60,53.00,14.80,20.60,22.50,5.50,0.99,11.10,509.00,0
28.20,80.50,19.10,31.50,25.00,11.10,1.11,5.20,373.00,1
21.70,69.00,7.30,12.70,21.10,6.20,0.94,10.40,593.00,0
30.80,47.10,15.60,20.00,16.00,4.60,1.02,12.20,329.00,0
31.60,67.00,10.30,22.00,31.40,1.70,1.30,5.40,513.00,1
42.30,70.80,18.70,35.20,28.10,20.80,2.21,3.90,651.00,2
24.30,50.60,9.10,13.10,13.60,6.90,0.99,11.50,245.00,0
23.00,59.30,10.60,18.80,26.10,15.30,1.42,10.60,337.00,1
30.90,46.60,4.10,13.60,14.30,1.80,0.98,10.40,218.00,0
21.20,69.60,10.30,16.70,13.90,10.30,1.01,12.90,509.00,0
29.10,79.40,41.60,56.10,31.50,16.80,2.49,6.20,542.00,2
35.80,71.80,42.30,53.40,29.80,13.30,2.32,4.00,485.00,2
27.30,70.70,0.10,6.30,15.30,6.50,1.11,10.90,454.00,0
23.60,70.00,15.20,17.80,22.20,5.50,1.11,11.50,482.00,0
24.50,62.20,7.70,12.40,25.20,7.30,1.65,8.80,393.00,1
21.60,56.30,29.50,35.80,26.10,2.20,0.98,11.10,298.00,0
24.60,54.30,23.10,28.10,29.80,14.90,1.32,6.90,638.00,1
40.60,81.70,52.60,76.50,39.30,14.80,1.74,6.00,755.00,2
20.60,80.60,0.30,5.10,22.00,4.60,1.49,7.60,647.00,1
38.50,65.00,82.10,96.80,35.90,25.90,1.85,4.00,611.00,2
27.10,61.50,24.00,29.40,45.50,14.30,2.19,4.30,806.00,2
26.60,92.90,31.80,51.90,35.00,10.20,1.42,6.10,526.00,1
30.80,63.90,34.40,43.30,14.00,13.90,1.52,5.10,350.00,1
40.00,52.70,1.00,12.10,34.30,5.30,1.25,6.20,355.00,1
36.00,70.00,2.10,14.10,37.20,21.40,2.18,5.40,495.00,2
22.30,51.00,30.90,40.00,17.50,4.50,1.78,6.20,294.00,1
43.60,93.50,7.90,31.40,25.30,9.90,2.09,3.60,522.00,2
22.80,61.50,5.10,14.20,22.10,2.50,0.98,10.70,489.00,0
37.80,77.00,7.70,30.70,56.40,16.60,3.09,2.60,674.00,3
30.60,78.30,10.90,27.70,26.30,14.10,2.62,3.50,651.00,2
32.40,74.50,16.60,35.00,43.80,11.30,2.20,4.60,374.00,2
28.60,73.00,1.20,2.90,15.30,5.30,0.90,12.70,522.00,0
44.10,109.20,31.80,44.90,51.10,12.30,2.27,5.70,640.00,3
32.10,66.30,19.90,28.80,33.30,20.60,1.68,6.50,474.00,2
30.40,80.00,16.00,29.50,32.80,2.50,1.66,5.20,459.00,1
27.10,75.80,61.20,83.70,31.30,19.70,1.79,5.30,592.00,2
30.30,67.30,31.60,33.10,23.50,13.20,1.23,5.30,670.00,1
31.10,69.90,22.40,25.70,25.70,7.10,1.04,13.70,417.00,0
29.50,76.70,71.40,79.90,31.90,12.40,1.27,7.00,550.00,1
21.40,52.40,0.50,7.40,21.10,5.90,0.94,11.40,200.00,0
42.00,86.20,2.00,8.80,33.70,22.30,1.70,7.40,538.00,2
30.00,85.10,70.60,91.50,30.70,7.10,1.52,5.30,373.00,1
31.20,49.70,20.50,30.60,25.20,15.70,1.59,9.00,347.00,1
27.40,36.00,8.80,16.70,22.20,2.50,1.04,11.10,407.00,0
26.60,56.60,6.90,16.40,25.50,6.40,1.09,5.70,327.00,1
37.20,73.00,36.60,64.70,48.20,20.60,1.94,4.00,514.00,3
42.20,79.30,44.70,65.40,29.90,21.20,2.26,2.90,523.00,3
44.30,61.70,55.00,66.40,32.70,13.10,1.82,4.10,614.00,2
27.10,58.30,4.70,17.00,29.40,7.50,1.07,5.00,349.00,1
29.50,61.50,7.90,11.00,20.50,7.60,0.87,12.20,378.00,0
34.70,75.80,2.70,6.40,33.20,6.30,1.50,7.80,335.00,1
38.30,107.80,39.30,60.80,32.30,29.00,2.61,6.80,462.00,3
22.20,69.80,15.20,21.70,17.50,6.50,1.03,11.20,294.00,0
39.10,82.90,56.70,69.30,39.70,8.20,2.00,3.60,543.00,2
28.70,80.20,15.80,23.30,17.50,7.80,0.87,10.20,512.00,0
23.50,44.50,3.60,8.10,23.20,1.60,1.02,10.30,221.00,0
27.80,85.90,24.20,35.30,28.10,8.00,1.31,8.50,497.00,1
35.30,65.10,109.60,122.90,40.90,8.30,2.64,10.50,777.00,2
56.00,68.80,15.80,29.90,48.90,17.40,3.11,3.30,535.00,3
25.60,60.30,21.40,34.00,30.40,3.70,1.37,7.80,315.00,1
33.00,90.10,35.30,49.50,31.20,7.40,1.60,6.20,358.00,1
20.60,69.00,23.20,27.00,13.60,2.40,0.92,13.10,444.00,0
30.30,76.30,9.20,20.70,38.40,17.20,1.61,3.60,726.00,2
28.20,73.20,27.80,39.60,23.70,1.30,1.46,5.70,563.00,1
34.90,51.80,31.40,40.10,19.60,12.00,1.46,6.00,634.00,1
31.00,93.20,28.70,48.30,44.20,11.30,2.29,10.10,592.00,2
34.10,73.40,5.50,12.20,20.90,4.60,1.00,10.10,188.00,0
51.30,89.90,13.70,28.80,64.90,20.60,2.18,2.60,807.00,3
52.70,61.70,3.10,17.30,53.00,14.20,2.29,5.10,731.00,3
55.70,75.90,76.40,82.20,40.80,24.50,1.98,15.90,650.00,3
25.40,43.20,48.20,55.10,21.10,1.10,0.95,11.00,537.00,0
24.70,57.40,2.90,7.90,22.90,2.30,0.92,10.10,361.00,0
28.20,66.90,0.30,13.20,26.00,9.60,1.51,5.00,379.00,1
27.40,67.70,15.80,19.30,22.70,6.80,0.83,11.60,546.00,0
22.60,72.20,20.10,23.50,17.90,2.00,1.13,11.90,581.00,0
22.50,80.20,2.50,5.60,12.80,3.10,1.09,12.30,278.00,0
44.60,78.50,37.50,42.20,39.10,30.80,2.95,5.00,743.00,3
29.10,44.20,3.00,12.20,14.60,4.40,0.90,10.60,305.00,0
30.50,80.80,11.90,27.80,25.60,16.70,1.87,6.70,716.00,2
27.10,81.70,14.90,19.80,19.10,5.50,0.92,11.90,242.00,0
29.20,63.70,0.20,11.00,24.30,18.30,1.30,11.80,574.00,1
36.10,82.60,28.10,28.10,31.70,12.70,1.52,9.00,601.00,1
23.00,75.60,4.90,7.00,12.70,3.80,1.05,10.70,331.00,0
37.20,102.10,20.60,36.40,37.90,24.60,3.07,4.10,508.00,3
25.60,42.70,5.40,8.40,19.30,4.60,0.92,10.30,418.00,0
41.70,97.80,2.50,7.60,47.90,27.30,2.16,2.50,688.00,3
45.50,90.80,19.60,56.90,29.10,17.40,2.76,9.40,684.00,3
30.30,86.80,16.40,30.20,38.20,22.40,2.39,5.70,479.00,2
31.10,70.90,35.20,44.70,26.90,5.80,1.45,7.20,455.00,1
21.60,45.00,15.00,17.50,15.10,0.40,1.10,10.30,487.00,0
21.80,57.20,12.70,17.40,25.60,3.70,1.25,16.90,450.00,0
30.70,65.80,5.50,14.20,25.80,11.00,1.32,5.60,380.00,1
31.70,78.80,22.20,33.10,31.50,10.80,1.60,6.20,494.00,1
23.50,56.50,24.80,31.90,17.50,6.20,1.01,11.00,329.00,0
34.20,81.30,54.50,65.00,28.20,11.60,2.19,6.40,709.00,2
34.70,85.00,4.10,14.20,29.50,13.20,1.41,5.10,608.00,1
25.10,49.30,0.50,6.30,16.70,3.70,0.89,11.70,239.00,0
33.30,64.40,52.10,66.20,26.10,8.10,1.41,6.30,584.00,1
19.60,65.50,33.80,39.80,30.40,11.90,1.47,6.10,629.00,1
27.40,58.00,2.90,7.00,25.80,2.30,1.00,10.40,562.00,0
24.60,78.70,15.80,24.20,23.20,9.20,0.93,13.70,384.00,0
22.90,89.40,13.50,34.20,30.50,34.00,3.09,2.60,833.00,3
41.90,96.60,47.70,73.10,54.20,7.80,2.90,2.60,682.00,3
30.10,80.40,65.30,77.10,36.80,16.40,1.71,4.90,597.00,2
26.30,90.40,14.70,26.70,35.10,4.80,1.94,3.60,543.00,2
36.40,115.70,112.50,121.60,33.00,17.20,2.83,3.50,560.00,3
26.20,63.60,23.70,29.50,16.70,5.40,1.08,10.70,412.00,0
31.00,85.80,10.10,24.80,29.40,8.50,1.89,12.10,507.00,1
36.30,58.40,4.70,13.20,24.00,8.80,1.46,6.70,629.00,1
28.40,42.80,0.60,6.70,24.80,9.10,1.05,10.30,599.00,0
44.90,66.40,75.40,94.80,50.50,33.40,1.95,4.20,659.00,3
24.80,44.90,2.70,12.50,12.70,3.20,0.96,12.20,405.00,0
25.00,45.10,12.90,17.60,18.60,6.00,0.95,11.40,605.00,0
38.50,87.40,15.60,22.30,37.30,13.70,1.62,7.50,412.00,2
44.10,101.90,2.10,40.80,31.40,29.70,2.66,6.30,761.00,3
28.00,64.00,5.00,10.80,15.50,3.40,0.88,12.40,470.00,0
34.00,62.50,20.50,30.60,29.10,9.50,1.80,6.40,346.00,1
24.90,38.50,14.30,19.50,22.60,5.50,0.88,10.50,369.00,0
44.10,72.80,45.00,59.20,33.90,13.00,2.21,6.90,707.00,2
19.90,76.50,16.20,23.20,19.90,8.00,0.88,10.10,330.00,0
25.00,61.80,4.40,11.00,26.40,3.40,1.05,11.50,397.00,0
35.80,64.10,13.80,27.30,30.50,20.60,1.79,4.70,626.00,2
32.40,73.00,2.90,13.80,23.40,7.20,1.76,6.90,315.00,1
52.80,83.30,42.70,72.10,42.50,33.90,2.46,2.50,561.00,3
31.80,85.80,51.50,73.10,20.70,16.80,1.63,6.90,683.00,1
22.70,73.60,8.20,13.60,21.80,5.20,1.14,12.20,472.00,0
28.10,42.50,0.30,5.10,16.10,5.70,0.99,11.60,326.00,0
26.80,70.40,4.30,9.30,20.00,5.40,1.16,10.50,591.00,0
21.40,46.60,13.60,21.90,13.10,7.20,1.22,10.30,253.00,0
35.20,68.30,4.70,16.80,21.60,13.00,1.30,9.60,478.00,1
28.20,52.30,3.40,11.80,17.20,7.70,0.84,13.00,243.00,0
30.40,93.50,8.50,29.20,36.60,16.30,1.64,6.00,766.00,2
36.90,98.20,23.70,42.80,32.20,19.10,2.15,6.50,493.00,2
21.90,70.50,2.80,9.80,15.30,4.40,0.83,11.00,326.00,0
35.60,87.70,16.80,22.60,24.80,4.00,1.21,11.30,605.00,1
30.60,58.50,17.00,31.90,27.10,9.30,1.54,5.40,405.00,1
24.80,76.10,0.80,9.40,15.00,1.90,0.86,10.80,458.00,0
19.70,73.80,1.40,6.70,20.10,4.30,1.10,14.20,532.00,0
32.00,60.10,34.20,50.50,34.50,8.00,1.49,7.80,605.00,1
30.60,107.40,35.40,53.40,31.20,23.40,1.73,5.60,631.00,2
31.90,57.10,4.40,12.00,27.00,7.70,1.23,6.10,395.00,1
25.80,54.70,10.20,15.80,14.20,5.00,1.03,10.20,535.00,0
35.00,99.00,28.80,37.80,50.00,16.00,2.66,2.50,586.00,3
25.50,74.90,42.20,46.70,19.00,3.00,0.94,11.90,421.00,0
30.40,58.90,0.20,4.50,19.60,5.50,1.06,10.70,355.00,0
28.20,56.00,12.80,21.00,23.40,10.60,1.65,5.30,277.00,1
29.70,64.00,2.50,4.30,16.80,6.50,0.98,10.30,445.00,0
27.10,46.80,26.30,34.70,16.50,6.60,0.92,10.60,428.00,0
27.40,57.40,2.50,17.00,35.50,10.30,1.63,6.10,365.00,1
41.70,84.90,89.80,106.80,27.30,29.60,2.39,9.30,923.00,3
28.90,62.50,28.60,39.60,16.20,8.70,0.76,11.20,586.00,0
28.00,57.20,2.00,7.00,23.70,7.90,0.92,10.70,419.00,0
28.80,67.10,18.20,23.00,22.10,5.90,1.03,15.60,569.00,0
27.80,64.20,12.50,17.20,18.80,5.20,1.00,14.10,323.00,0
31.50,62.00,75.40,82.50,22.70,19.20,1.55,5.90,642.00,1
25.50,80.90,24.70,31.10,13.80,7.20,1.01,13.70,522.00,0
33.20,109.90,2.80,14.80,26.70,15.20,1.88,9.00,511.00,2
24.70,87.20,15.50,25.10,33.30,17.70,2.27,5.10,670.00,2
29.80,58.40,27.30,33.40,12.10,8.30,0.90,10.70,410.00,0
40.10,70.60,9.20,17.90,29.20,18.00,2.16,4.60,569.00,2
29.10,41.60,22.50,25.30,19.60,5.80,0.99,11.20,263.00,0
27.80,96.10,4.50,31.90,39.50,0.70,1.99,4.50,614.00,2
34.20,78.80,18.10,29.60,24.60,11.30,1.73,6.80,441.00,1
25.50,73.00,11.60,16.30,11.20,3.00,1.06,11.40,494.00,0
29.60,80.80,10.50,31.90,30.70,21.50,2.94,4.00,558.00,2
38.50,57.40,75.00,83.00,34.90,1.60,2.35,3.70,505.00,2
24.60,82.80,5.60,19.80,28.70,19.10,2.02,8.00,710.00,2
27.20,74.20,18.50,24.70,38.40,33.90,2.48,3.90,424.00,2
